"n","media","mediana","desvio","cv","asimetria","minimo","maximo","p25","p75"
26208,446.3057450952924,52.250761458079424,1603.9387816161686,359.38116397621224,8.96770065631784,0,31640.77403506118,8.361747694304526,263.3933824946482
