"region","share_2004","share_2024","delta_pp"
"Pampeana",51.78670590965937,52.426712855883196,0.6400069462238278
"CABA",20.795924172889457,19.910383800184242,-0.8855403727052149
"Patagonia",9.58925928857043,9.875867914515576,0.2866086259451457
"NOA",7.25011578576601,7.606454500432824,0.35633871466681466
"Cuyo",6.204871622355687,5.5979766002955955,-0.6068950220600913
"NEA",4.373123220759041,4.58260432868856,0.2094811079295189
