"sector","provincia","anio","vab","es_extractivo","region","participacion","variacion_pct"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","Catamarca",2004,38.69540109217603,FALSE,"NOA",0.009389048732149801,NA
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Catamarca",2004,5.823857978740944,FALSE,"NOA",0.0014131003899213806,NA
"Fabricación de papel y de  productos de papel","Catamarca",2004,1.7910812719517444,FALSE,"NOA",4.3458780296752066e-4,NA
"Edición e impresión; reproducción de grabaciones","Catamarca",2004,9.860901943568164,FALSE,"NOA",0.0023926483839918694,NA
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","Catamarca",2004,0,FALSE,"NOA",0,NA
"Fabricación de sustancias y productos químicos","Catamarca",2004,13.226973535459564,FALSE,"NOA",0.0032093917002554546,NA
"Fabricación de productos de caucho y plástico","Catamarca",2004,28.078676554976333,FALSE,"NOA",0.006813007620232413,NA
"Fabricación de productos minerales no metálicos","Catamarca",2004,73.17085577716848,FALSE,"NOA",0.01775417003763395,NA
"Fabricación de metales comunes","Catamarca",2004,20.930522451410013,FALSE,"NOA",0.005078580134562265,NA
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","Catamarca",2004,6.418541236853444,FALSE,"NOA",0.0015573942835887817,NA
"Fabricación de maquinaria y equipo n.c.p.","Catamarca",2004,21.089548189491932,FALSE,"NOA",0.005117166125723347,NA
"Fabricación de maquinaria de oficina, contabilidad e informática","Catamarca",2004,0,FALSE,"NOA",0,NA
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","Catamarca",2004,2.745115160913356,FALSE,"NOA",6.660745022330339e-4,NA
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","Catamarca",2004,0,FALSE,"NOA",0,NA
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","Catamarca",2004,0.6131543948484294,FALSE,"NOA",1.487757286673465e-4,NA
"Fabricación de vehículos automotores, remolques y semirremolques","Catamarca",2004,0.8559430484221057,FALSE,"NOA",2.0768594630758165e-4,NA
"Fabricación de equipo de transporte n.c.p.","Catamarca",2004,0.24339892485790665,FALSE,"NOA",5.905829381119463e-5,NA
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","Catamarca",2004,28.641247488119397,FALSE,"NOA",0.006949509782181554,NA
"Reciclamiento","Catamarca",2004,0.07289952440957383,FALSE,"NOA",1.7688334218363374e-5,NA
"Reparación, mantenimiento e instalación de maquinas y equipos","Catamarca",2004,0.9611850741333792,FALSE,"NOA",2.3322186220930627e-4,NA
"Generación captación y distribución de energía eléctrica","Catamarca",2004,15.033672804461004,FALSE,"NOA",0.0036477690526593243,NA
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","Catamarca",2004,1.8121174607301787,FALSE,"NOA",4.396920219704181e-4,NA
"Captación , depuración y distribución de agua","Catamarca",2004,5.337843235015867,FALSE,"NOA",0.0012951738150680009,NA
"Construcción","Catamarca",2004,109.87260628005872,FALSE,"NOA",0.026659479565398866,NA
"Comercio mayorista, minorista y reparaciones","Catamarca",2004,385.72949670827524,FALSE,"NOA",0.09359337129997819,NA
"Hoteles; campamentos y otros tipos de hospedaje temporal","Catamarca",2004,10.009123630879248,FALSE,"NOA",0.0024286128812201105,NA
"Restaurantes, bares y cantinas","Catamarca",2004,24.275381218058627,FALSE,"NOA",0.005890176372766712,NA
"Transporte","Catamarca",2004,61.05313384003391,FALSE,"NOA",0.014813927048050323,NA
"Comunicaciones","Catamarca",2004,90.44628644256971,FALSE,"NOA",0.021945879021343727,NA
"Intermediación financiera y otros servicios financieros","Catamarca",2004,19.648610461228483,FALSE,"NOA",0.0047675371215315735,NA
"Servicios de seguros","Catamarca",2004,19.29678151331634,FALSE,"NOA",0.004682169376422555,NA
"Servicios auxiliares a la actividad financiera","Catamarca",2004,2.2104740361804907,FALSE,"NOA",5.36349226550513e-4,NA
"Propiedad de la vivienda*","Catamarca",2004,137.6420019601658,FALSE,"NOA",0.03339744330123912,NA
"Resto","Catamarca",2004,85.34358152939829,FALSE,"NOA",0.020707759148095178,NA
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","Catamarca",2004,216.74273417334595,FALSE,"NOA",0.05259043803798176,NA
"Enseñanza pública","Catamarca",2004,173.9484566529078,FALSE,"NOA",0.042206838288248776,NA
"Enseñanza privada","Catamarca",2004,12.295356688719275,FALSE,"NOA",0.002983344270151289,NA
"Salud pública","Catamarca",2004,60.2293244512727,FALSE,"NOA",0.01461403801010867,NA
"Salud privada","Catamarca",2004,46.57816492614009,FALSE,"NOA",0.011301721858468198,NA
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","Catamarca",2004,7.72324479421555,FALSE,"NOA",0.001873967440484134,NA
"Asociaciones","Catamarca",2004,7.453589237818963,FALSE,"NOA",0.00180853823989589,NA
"Servicios culturales y deportivos. Otras actividades","Catamarca",2004,35.065165515569475,FALSE,"NOA",0.008508208689769817,NA
"Servicio doméstico*","Catamarca",2004,14.105662377371543,FALSE,"NOA",0.003422596683903394,NA
"Agricultura, ganaderia, caza y servicios conexos","Cordoba",2004,6840.874999498593,FALSE,"Pampeana",1.6598693107699642,NA
"Silvicultura, extracción de madera y servicios conexos","Cordoba",2004,28.207427407191055,FALSE,"Pampeana",0.006844247715738085,NA
"Pesca","Cordoba",2004,0,FALSE,"Pampeana",0,NA
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","Cordoba",2004,4.590702319413201,TRUE,"Pampeana",0.0011138876087390835,NA
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","Cordoba",2004,87.69247942609397,TRUE,"Pampeana",0.021277695528038248,NA
"Elaboración de productos alimenticios y bebidas","Cordoba",2004,2150.024455441435,FALSE,"Pampeana",0.5216817455740262,NA
"Elaboración de productos de tabaco","Cordoba",2004,2.716863280210195,FALSE,"Pampeana",6.592194683734549e-4,NA
"Fabricación de productos textiles","Cordoba",2004,42.139198542886135,FALSE,"Pampeana",0.010224651443990103,NA
"Fabricación de prendas de vestir; terminación y teñido de pieles","Cordoba",2004,210.97410310674363,FALSE,"Pampeana",0.05119073790118505,NA
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","Cordoba",2004,96.30303628184254,FALSE,"Pampeana",0.023366960289423967,NA
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Cordoba",2004,123.7325632082649,FALSE,"Pampeana",0.030022458300635102,NA
"Fabricación de papel y de  productos de papel","Cordoba",2004,98.26071627478647,FALSE,"Pampeana",0.023841971591462695,NA
"Edición e impresión; reproducción de grabaciones","Cordoba",2004,123.40439811693169,FALSE,"Pampeana",0.02994283235161397,NA
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","Cordoba",2004,21.013963635550535,FALSE,"Pampeana",0.005098826296174531,NA
